station_id	station_name	station_code	coord_x	coord_y	epsg	munic_code	munic_name	province	cn_network_id	type	category	elev	status	record_start	record_end	station_variables_id
23	Arquilla	6257I	457121	4089083	25830	18116	Lanjarón	Granada	2	TP	E	1652	ACTIVO	01/01/1989 00:00:00	31/12/2017 00:00:00	29/30/31/32/33/34/35/43/47/48/60/62
106	Posturas	6257O	455531	4087581	25830	18116	Lanjarón	Granada	2	TP	E	1410	ACTIVO	01/01/1989 00:00:00	29/02/2020 00:00:00	29/30/31/32/33/34/35/43/47/48/60/62
207	Lanjarón, Automática Thies	6258X	456126	4086444	25830	18116	Lanjarón	Granada	3	A	E	706	ACTIVO	10/03/2009 00:00:00	07/04/2020 00:00:00	7/8/9/10/11/13/29/30/31/32/33/34/35/38/39/40/41/42/44/45/46/47/48/49/64
203	Guájar Alto	6261D	444268	4078758	25830	18906	Los Guájares	Granada	2	P	E	473	ACTIVO	01/05/2013 00:00:00	31/12/2019 00:00:00	29/30/31/32/33/34/35/47/48
116	Sorvilán	6274B	476316	4072207	25830	18177	Sorvilán	Granada	2	P	E	818	ACTIVO	01/06/1987 00:00:00	31/01/2020 00:00:00	29/30/31/32/33/34/35/47/48
11	Albondón	6274U	481035	4075991	25830	18004	Albondón	Granada	2	TP	E	976	ACTIVO	01/07/1986 00:00:00	31/10/2019 00:00:00	60/62/29/30/31/32/33/34/35/43/47/48
87	Mairena	6280U	495783	4095201	25830	18903	Nevada	Granada	2	TP	E	1200	NO ACTIVO	01/01/1985 00:00:00	31/05/1992 00:00:00	29/30/31/32/33/34/35/43/47/48/60/62
123	Velor - Nechite	6281E	493608	4095098	25830	18183	Válor	Granada	2	TP	E	130	ACTIVO	01/08/1990 00:00:00	31/01/2013 00:00:00	60/62/29/30/31/32/33/34/35/47/48
210	Valor, Automática Thies	6281X	493521	4094955	25830	18183	Válor	Granada	3	A	E	950	ACTIVO	24/06/2009 00:00:00	07/04/2020 00:00:00	7/8/9/10/11/13/29/30/31/32/33/34/35/38/39/40/41/42/44/45/46/47/48/49/64
54	Énix	6295E	535385	4081253	25830	4041	Enix	Almería	2	P	E	950	NO ACTIVO	01/01/1968 00:00:00	30/11/1992 00:00:00	29/30/31/32/33/34/35/47/48
39	Charches	6298I	508776	4112960	25830	4045	Fiñana	Almería	2	P	E	1773	ACTIVO	01/01/1988 00:00:00	31/12/2019 00:00:00	29/30/31/32/33/34/35/43/47/48
73	Hueneja, CHS	6299A	504423	4114461	25830	18097	Huéneja	Granada	2	P	E	1278	NO ACTIVO	01/05/1981 00:00:00	31/03/1986 00:00:00	29/30/31/32/33/34/35/43/47/48
74	Hueneja, La Ramblosa	6299E	503930	4112303	25830	18097	Huéneja	Granada	2	P	E	1200	NO ACTIVO	01/01/1961 00:00:00	30/04/1990 00:00:00	29/30/31/32/33/34/35/43/47/48
6	Abla, Venta Victoria	6301U	517004	4111703	25830	4002	Abrucena	Almería	2	P	E	830	ACTIVO	01/04/1987 00:00:00	31/05/2002 00:00:00	29/30/31/32/33/34/35/47/48
126	Abla	6302A	519585	4110597	25830	4001	Abla	Almería	3	A	E	882	ACTIVO	31/12/2000 00:00:00	07/04/2020 00:00:00	49/81/82/13/29/30/31/32/33/34/35/36/37/38/39/40/41/42/44/45/46/47/48/64/67/68/69/70/79/7/8/9/10/11/24/25/26/27/28/12/14
211	Láujar de Andarax, Automática Thies	6307X	507953	4097977	25830	4057	Láujar de Andarax	Almería	3	A	E	1512	ACTIVO	25/03/2009 00:00:00	07/04/2020 00:00:00	49/64/81/82/7/8/9/10/11/13/29/30/31/32/33/34/35/36/37/38/39/40/41/42/44/45/46/47/48/67/68/69/70/79
201	Gergal, Almendras de Almería	6315D	538013	4107967	25830	4050	Gérgal	Almería	2	P	E	758	ACTIVO	01/01/2013 00:00:00	29/02/2020 00:00:00	29/30/31/32/33/34/35/47/48
226	GUADIX	A01	487281	4129858	25830	18089	Guadix	Granada	15	P	E	882	ACTIVO	31/12/1999 00:00:00	16/09/2018 00:00:00	49
224	R_JANDULILLA	A05	450942	4102230	25830	18068	Dílar	Granada	15	P	E	1014	ACTIVO	15/01/2015 00:00:00	16/09/2018 00:00:00	49
233	GENIL_CANALES_G	A23	456168	4112843	25830	18157	Pinos Genil	Granada	15	P	E	874	ACTIVO	04/11/2009 00:00:00	16/09/2018 00:00:00	49
228	MONACHIL	A36	457991	4107184	25830	18134	Monachil	Granada	15	P	E	1377	ACTIVO	16/09/2015 00:00:00	16/09/2018 00:00:00	49
214	Cadiar, C.P.G.	C380	483919	4088897	25830	18035	Cádiar	Granada	13	P	E	940	ACTIVO	31/10/1940 00:00:00	30/09/2000 00:00:00	51
217	Órjiva, C.P.G.	C382	462379	4084034	25830	18147	Órgiva	Granada	13	P	E	470	ACTIVO	31/10/1940 00:00:00	30/09/2000 00:00:00	51
220	Trévelez, C.P.G.	C383	476392	4094769	25830	18180	Trevélez	Granada	13	P	E	1476	ACTIVO	31/10/1940 00:00:00	30/09/2000 00:00:00	51
218	Presa de Beznar	C392	452117	4085626	25830	18119	Lecrín	Granada	13	P	E	510	ACTIVO	31/10/1940 00:00:00	30/09/2000 00:00:00	51
219	Puntal	C398	443296	4098624	25830	18150	Padul	Granada	13	P	E	840	ACTIVO	31/10/1940 00:00:00	30/09/2000 00:00:00	51
215	Charches	C405	503812	4127434	25830	18907	Valle del Zalabí	Granada	13	P	E	1420	ACTIVO	31/10/1940 00:00:00	30/09/2000 00:00:00	51
216	Dúrcal	C414	449689	4093499	25830	18071	Dúrcal	Granada	13	P	E	782	ACTIVO	31/10/1940 00:00:00	30/09/2000 00:00:00	51
158	Pradollano - Al Andalus	CETURSA1	464643	4105309	25830	18134	Monachil	Granada	10	A	E	2167	ACTIVO	31/08/1993 23:00:00	18/01/2011 11:01:00	11/49/64/70/79
157	Monachil	CETURSA2	465276	4103747	25830	18134	Monachil	Granada	10	A	E	2436	ACTIVO	18/08/2008 09:08:00	15/03/2009 11:03:00	11/49/64/70/79
155	Borreguiles	CETURSA3	465495	4102894	25830	18134	Monachil	Granada	10	A	E	2672	ACTIVO	31/08/1993 23:00:00	18/01/2011 11:01:00	11/49/64/70/79
156	Compresores	CETURSA4	465390	4101815	25830	18068	Dílar	Granada	10	A	E	2715	ACTIVO	31/08/1993 23:00:00	18/01/2011 11:01:00	11/49/64/70/79
159	Stadium	CETURSA5	466741	4101989	25830	18134	Monachil	Granada	10	A	E	3017	ACTIVO	31/08/1993 23:00:00	08/06/2006 10:06:00	11/49/64/70/79
193	Cuervo E	CUEE	474565	4105722	25830	18180	Trevélez	Granada	9	A	S	3146	ACTIVO	07/09/2005 00:00:00	16/07/2019 23:00:00	58
194	Cuervo N	CUEN	474550	4105744	25830	18094	Güejar Sierra	Granada	9	A	S	3146	ACTIVO	07/09/2005 00:00:00	16/07/2019 23:00:00	58
195	Cuervo S	CUES	474553	4105696	25830	18180	Trevélez	Granada	9	A	S	3145	ACTIVO	07/09/2005 00:00:00	16/07/2019 23:00:00	58
196	Cuervo W	CUEW	474534	4105731	25830	18094	Güejar Sierra	Granada	9	A	S	3144	ACTIVO	07/09/2005 00:00:00	16/07/2019 23:00:00	58
169	Cúpula E	CUPE	468702	4100016	25830	18042	Capileira	Granada	9	A	S	2965	ACTIVO	10/07/2001 18:00:00	30/06/2017 10:00:00	58
170	Cúpula N	CUPN	468683	4100046	25830	18042	Capileira	Granada	9	A	S	2963	ACTIVO	10/07/2001 07:00:00	30/06/2017 12:00:00	58
171	Cúpula S	CUPS	468687	4099995	25830	18042	Capileira	Granada	9	A	S	2965	ACTIVO	10/07/2001 15:00:00	30/06/2017 13:00:00	58
172	Cúpula W	CUPW	468664	4100018	25830	18042	Capileira	Granada	9	A	S	2964	ACTIVO	10/07/2001 23:00:00	30/06/2017 13:00:00	58
197	Dieguisa E	DIEE	475007	4108129	25830	18094	Güejar Sierra	Granada	9	A	S	2881	ACTIVO	07/09/2005 00:00:00	07/07/2019 23:00:00	58
198	Dieguisa N	DIEN	474988	4108157	25830	18094	Güejar Sierra	Granada	9	A	S	2880	ACTIVO	07/09/2005 00:00:00	07/07/2019 23:00:00	58
199	Dieguisa S	DIES	474971	4108078	25830	18094	Güejar Sierra	Granada	9	A	S	2877	ACTIVO	07/09/2005 00:00:00	07/07/2019 23:00:00	58
200	Dieguisa W	DIEW	474976	4108140	25830	18094	Güejar Sierra	Granada	9	A	S	2879	ACTIVO	07/09/2005 00:00:00	07/07/2019 23:00:00	58
125	Sierra Nevada, Monachil	E027	465438	4105168	25830	18134	Monachil	Granada	3	A	E	2660	NO ACTIVO	08/01/1997 00:00:00	30/11/1997 00:00:00	11/49/64/70/79/80/81/82
223	FCO_ABELLAN	E07	477650	4129793	25830	18054	Cortes y Graena	Granada	15	P	E	982	ACTIVO	31/12/1999 00:00:00	16/09/2018 00:00:00	49
124	Abla	E190	517263	4111433	25830	4002	Abrucena	Almería	3	A	E	885	NO ACTIVO	31/12/1990 00:00:00	05/11/2014 00:00:00	28/79/80/81/11/49/64/70/82
234	CANALES	E41	457082	4112741	25830	18157	Pinos Genil	Granada	15	P	E	828	ACTIVO	31/12/1999 00:00:00	16/09/2018 00:00:00	49
235	QUENTAR	E42	461026	4117543	25830	18168	Quéntar	Granada	15	P	E	1080	ACTIVO	31/12/1999 00:00:00	16/09/2018 00:00:00	49
5	Puerto Lobo	EARM09	452505	4121255	25830	18189	Víznar	Granada	1	A	E	1254	NO ACTIVO	22/07/1997 00:00:00	26/08/2009 00:00:00	49/64/11/28/53/70/79
1	Jeres del Marquesado	EARM10	484626	4115423	25830	18108	Jerez del Marquesado	Granada	1	A	E	1258	ACTIVO	18/08/1999 00:00:00	07/04/2020 00:00:00	11/28/49/53/64/70/79
4	Abla	EARM12	520299	4111003	25830	4001	Abla	Almería	1	A	E	910	NO ACTIVO	24/09/1997 00:00:00	09/09/2006 00:00:00	11/28/49/53/64/70/79
2	Alhama	EARM20	540956	4090445	25830	4011	Alhama de Almería	Almería	1	A	E	364	ACTIVO	18/09/1999 00:00:00	08/08/2019 00:00:00	11/49/64/70/79/28/53
3	Soportujar	EARM27	463497	4089870	25830	18176	Soportújar	Granada	1	A	E	1461	ACTIVO	10/09/1999 00:00:00	16/09/2019 00:00:00	11/28/49/53/64/70/79
225	DILAR_G	M29	448283	4102533	25830	18068	Dílar	Granada	15	P	E	941	NO ACTIVO	23/02/2009 00:00:00	11/12/2014 00:00:00	49
229	MONACHIL_G	M30	452448	4109443	25830	18134	Monachil	Granada	15	P	E	848	NO ACTIVO	04/04/2008 00:00:00	31/08/2015 00:00:00	49
173	Machos E	MACE	468237	4101278	25830	18094	Güejar Sierra	Granada	9	A	S	3325	ACTIVO	24/07/2001 08:00:00	01/11/2015 22:00:00	58
174	Machos N	MACN	468222	4101292	25830	18094	Güejar Sierra	Granada	9	A	S	3334	ACTIVO	24/07/2001 10:00:00	28/07/2017 21:00:00	58
175	Machos S	MACS	468219	4101271	25830	18094	Güejar Sierra	Granada	9	A	S	3321	ACTIVO	24/07/2001 13:00:00	28/07/2017 19:00:00	58
176	Machos W	MACW	468196	4101274	25830	18094	Güejar Sierra	Granada	9	A	S	3320	ACTIVO	24/07/2001 11:00:00	28/07/2017 20:00:00	58
189	Mirón E	MIRE	477668	4109541	25830	18108	Jerez del Marquesado	Granada	9	A	S	2799	ACTIVO	09/09/2005 00:00:00	14/07/2019 23:00:00	58
190	Mirón N	MIRN	477655	4109560	25830	18108	Jerez del Marquesado	Granada	9	A	S	2804	ACTIVO	09/09/2005 00:00:00	14/07/2019 23:00:00	58
191	Mirón S	MIRS	477664	4109520	25830	18108	Jerez del Marquesado	Granada	9	A	S	2802	ACTIVO	09/09/2005 00:00:00	14/07/2019 23:00:00	58
192	Mirón W	MIRW	477605	4109550	25830	18094	Güejar Sierra	Granada	9	A	S	2807	ACTIVO	09/09/2005 00:00:00	14/07/2019 23:00:00	58
185	Monte Rosa E	MORE	475511	4108817	25830	18094	Güejar Sierra	Granada	9	A	S	2668	ACTIVO	08/09/2005 00:00:00	02/07/2019 23:00:00	58
186	Monte Rosa N	MORN	475486	4108832	25830	18094	Güejar Sierra	Granada	9	A	S	2668	ACTIVO	08/09/2005 00:00:00	02/07/2019 23:00:00	58
187	Monte Rosa S	MORS	475488	4108786	25830	18094	Güejar Sierra	Granada	9	A	S	2668	ACTIVO	08/09/2005 00:00:00	02/07/2019 23:00:00	58
188	Monte Rosa W	MORW	475460	4108813	25830	18094	Güejar Sierra	Granada	9	A	S	2668	ACTIVO	08/09/2005 00:00:00	02/07/2019 23:00:00	58
230	SRRA_NEVADA	N02	464240	4105647	25830	18134	Monachil	Granada	15	P	E	2067	ACTIVO	31/12/1999 00:00:00	16/09/2018 00:00:00	49
222	TABLAS	N04	519497	4125978	25830	18023	Baza	Granada	15	P	E	1919	ACTIVO	31/12/1999 00:00:00	16/09/2018 00:00:00	49
227	MOLINILLO	P06	461878	4128598	25830	18099	Huétor de Santillán	Granada	15	P	E	1252	ACTIVO	31/12/1999 00:00:00	16/09/2018 00:00:00	49
231	PADUL	P50	445135	4097237	25830	18150	Padul	Granada	15	P	E	735	ACTIVO	03/03/2009 00:00:00	16/09/2018 00:00:00	49
221	ALDEIRE_G	P56	493828	4112858	25830	18010	Aldeire	Granada	15	P	E	1307	ACTIVO	30/04/2009 00:00:00	16/09/2018 00:00:00	49
232	PELIGROS_G	P58	444653	4121543	25830	18153	Peligros	Granada	15	P	E	748	ACTIVO	02/03/2009 00:00:00	16/09/2018 00:00:00	49
160	Algibe de Montenegro	PSN01	526722	4107110	25830	4065	Nacimiento	Almería	12	A	E	975	ACTIVO	14/10/2008 01:10:00	13/10/2019 05:00:00	
161	Embarcadero	PSN02	477514	4116075	25830	18123	Lugros	Granada	12	A	E	1530	ACTIVO	14/10/2008 01:30:00	13/10/2019 05:10:00	
162	Piedra de los Soldados	PSN03	477171	4112490	25830	18123	Lugros	Granada	12	A	E	2155	ACTIVO	14/10/2008 01:40:00	13/10/2019 05:30:00	
163	Rambla de Guadix	PSN04	528573	4097278	25830	4055	Instinción	Almería	12	A	E	616	ACTIVO	14/10/2008 01:50:00	13/10/2019 06:10:00	
164	El Encinar	PSN05	509190	4100834	25830	4057	Láujar de Andarax	Almería	12	A	E	1732	ACTIVO	14/10/2008 02:00:00	13/10/2019 05:40:00	
165	Laguna Seca	PSN06	504153	4105747	25830	18097	Huéneja	Granada	12	A	E	2300	ACTIVO	14/10/2008 06:10:00	26/06/2019 16:10:00	
166	Robledal de Cáñar	PSN07	461694	4089658	25830	18040	Cáñar	Granada	12	A	E	1735	ACTIVO	14/10/2008 01:20:00	13/10/2019 06:00:00	
167	Veleta	PSN08	466973	4102114	25830	18134	Monachil	Granada	12	A	E	3097	ACTIVO	09/10/2008 22:00:00	13/10/2019 04:30:00	
177	Púlpito E	PULE	469309	4098997	25830	18042	Capileira	Granada	9	A	S	2780	ACTIVO	24/06/2001 23:00:00	30/06/2017 16:00:00	58
178	Púlpito N	PULN	469308	4099015	25830	18042	Capileira	Granada	9	A	S	2776	ACTIVO	24/06/2001 14:00:00	30/06/2017 17:00:00	58
179	Púlpito S	PULS	469306	4098977	25830	18042	Capileira	Granada	9	A	S	2777	ACTIVO	24/06/2001 17:00:00	30/06/2017 16:00:00	58
180	Púlpito W	PULW	469295	4099003	25830	18042	Capileira	Granada	9	A	S	2783	ACTIVO	25/06/2001 12:00:00	30/06/2017 15:00:00	58
143	Alhama de Almera	RAIFAL003	541038	4090509	25830	4011	Alhama de Almería	Almería	7	A	E	360	ACTIVO	10/01/1996 00:00:00	07/04/2020 00:00:00	65/66/11/49/53/58/64/79/71/72/73/74/75/76/77/78/82
144	Abla	RAIFAL006	520521	4111148	25830	4001	Abla	Almería	7	A	E	820	ACTIVO	31/12/1995 00:00:00	31/03/2020 00:00:00	58/82/83/84/85/86/65/66/11/49/53/64/79
145	Laujar de Andarax	RAIFAL011	507038	4094651	25830	4057	Láujar de Andarax	Almería	7	A	E	1009	ACTIVO	15/02/2009 00:00:00	07/04/2020 00:00:00	53/58/65/66/82/83/84/85/86/11/49/64/79
146	Guadix	RAIFGR002	491895	4126327	25830	18089	Guadix	Granada	7	A	E	1000	ACTIVO	03/01/1996 00:00:00	07/04/2020 00:00:00	53/58/82/65/66/11/49/64/79/71/72/73/74/75/76/77/78
147	Lecrn	RAIFGR005	452473	4096071	25830	18071	Dúrcal	Granada	7	A	E	750	ACTIVO	31/12/1995 00:00:00	30/03/2020 00:00:00	11/49/53/64/79/58/82/83/84/85/86/65/66
148	rjiva	RAIFGR007	464410	4083343	25830	18147	Órgiva	Granada	7	A	E	367	ACTIVO	31/12/1995 00:00:00	30/03/2020 00:00:00	11/49/53/64/79/58/82/83/84/85/86/65/66
149	Santa Fe	RAIFGR008	438094	4116661	25830	18087	Granada	Granada	7	A	E	588	ACTIVO	31/12/1995 00:00:00	07/04/2020 00:00:00	11/49/53/58/64/79/82/65/66/71/72/73/74/75/76/77/78
150	Ugjar	RAIFGR010	498285	4090298	25830	18182	Ugíjar	Granada	7	A	E	520	ACTIVO	31/12/1995 00:00:00	30/03/2020 00:00:00	11/49/53/64/79/58/82/83/84/85/86/65/66
139	Fiñana	RIA0405	514291	4112257	25830	4045	Fiñana	Almería	6	A	E	969	ACTIVO	31/01/2000 00:00:00	04/04/2020 00:00:00	11/49/53/64/70/79/6
141	Jerez del Marquesado	RIA1806	486704	4116022	25830	18108	Jerez del Marquesado	Granada	6	A	E	1202	ACTIVO	05/09/2000 00:00:00	04/04/2020 00:00:00	11/49/53/64/70/79/6
138	Cádiar	RIA1807	483622	4086362	25830	18035	Cádiar	Granada	6	A	E	928	ACTIVO	05/09/2000 00:00:00	04/04/2020 00:00:00	11/49/53/64/70/79/6
142	Padul	RIA1810	446610	4097125	25830	18150	Padul	Granada	6	A	E	759	ACTIVO	25/01/2001 00:00:00	04/04/2020 00:00:00	49/64/11/53/70/79/6
140	IFAPA Centro Camino del Purchil	RIA18101	443321	4114155	25830	18087	Granada	Granada	6	A	E	630	ACTIVO	07/09/2005 00:00:00	04/04/2020 00:00:00	11/49/53/64/70/79/6
213	Huéneja	RIA18102	503138	4118525	25830	18097	Huéneja	Granada	6	A	E	1110	ACTIVO	11/09/2014 00:00:00	04/04/2020 00:00:00	6/11/49/53/64/70/79
236	LUJAR	S47	464156	4075065	25830	18124	Lújar	Granada	16	P	E	1803	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
237	BENAUDALLA	S50	453453	4078320	25830	18184	Vélez de Benaudalla	Granada	16	P	E	523	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
238	RULES	S51	455793	4079156	25830	18184	Vélez de Benaudalla	Granada	16	P	E	256	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
239	AZUD_VELEZ	S52	453349	4075647	25830	18184	Vélez de Benaudalla	Granada	16	P	E	122	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
240	PADUL	S55	440147	4099000	25830	18150	Padul	Granada	16	P	E	939	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
263	GRANADA	S56	476898	4114798	25830	18123	Lugros	Granada	16	P	E	1739	NO ACTIVO	01/01/2011 00:00:00	31/12/2011 00:00:00	
241	BAYARCAL	S57	500373	4097577	25830	4020	Bayárcal	Almería	16	P	E	1130	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
242	BENINAR	S58	497317	4081198	25830	4029	Berja	Almería	16	P	E	475	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
243	MURTAS	S59	489336	4081193	25830	18141	Murtas	Granada	16	P	E	1332	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
244	LOS_GUAJARES	S61	443959	4078764	25830	18906	Los Guájares	Granada	16	P	E	552	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
245	ALBUÑUELAS	S63	442925	4086903	25830	18007	Albuñuelas	Granada	16	P	E	893	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
246	BEZNAR	S64	452140	4085446	25830	18119	Lecrín	Granada	16	P	E	459	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
247	LANJARON	S65	458372	4091578	25830	18116	Lanjarón	Granada	16	P	E	2008	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
248	CAPILEIRA	S66	468326	4093167	25830	18042	Capileira	Granada	16	P	E	1531	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
249	TREVELEZ	S67	476001	4092994	25830	18180	Trevélez	Granada	16	P	E	1336	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
250	PTO_LA_RAGUA	S68	499766	4103618	25830	4020	Bayárcal	Almería	16	P	E	2211	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
251	RIO_GUADALFEO	S69	473189	4082927	25830	18179	Torvizcón	Granada	16	P	E	626	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
252	CONTRAVIESA	S70	481262	4078833	25830	18004	Albondón	Granada	16	P	E	1184	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
253	CASTALA	S71	505712	4081730	25830	4029	Berja	Almería	16	P	E	667	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
254	S_GADOR	S76	517586	4081414	25830	4038	Dalías	Almería	16	P	E	2052	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
255	FELIX	S77	530570	4080344	25830	4043	Felix	Almería	16	P	E	812	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
256	RIO_ANDARAX_NAC	S90	536387	4092846	25830	4091	Terque	Almería	16	P	E	270	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
257	OHANES	S91	522060	4101136	25830	4067	Ohanes	Almería	16	P	E	1381	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
258	FIÑANA	S92	513929	4113777	25830	4045	Fiñana	Almería	16	P	E	952	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
259	RBLA_TABERNAS	S93	549520	4096851	25830	4088	Tabernas	Almería	16	P	E	274	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
260	GERGAL	S94	540545	4107868	25830	4050	Gérgal	Almería	16	P	E	730	ACTIVO	31/12/2011 00:00:00	15/09/2018 00:00:00	49
261	Huétor - Santillán	SERN22	452598	4121448	25830	18189	Víznar	Granada	17	A	E	1263	NO ACTIVO	19/05/1990 00:00:00	11/08/1993 00:00:00	11/14/28/49/53/64/70/79/82
262	Abla	SERN23	520397	4111798	25830	4001	Abla	Almería	17	A	E	812	NO ACTIVO	30/05/1992 00:00:00	11/08/1993 00:00:00	11/14/28/49/53/64/70/79/82
136	GRANADA-NORTE	SIVA22	445652	4116815	25830	18087	Granada	Granada	5	A	E	688	ACTIVO	09/02/2000 00:00:00	07/04/2020 00:00:00	11/28/53/64/70/79
135	CONSTITUCION (P.F.)	SIVA23	446341	4114616	25830	18087	Granada	Granada	5	A	E	688	NO ACTIVO	29/05/1996 00:00:00	17/03/2005 00:00:00	11/28/49/53/70/79/64
133	CAMINO DE RONDA (A.G.)	SIVA24	446341	4114616	25830	18087	Granada	Granada	5	A	E	660	NO ACTIVO	29/05/1996 00:00:00	31/01/2000 00:00:00	11/28/53/64/70/79
131	Avda. DE CADIZ	SIVA25	446901	4114616	25830	18087	Granada	Granada	5	A	E	671	NO ACTIVO	29/05/1996 00:00:00	19/11/2005 00:00:00	11/28/53/64/70/79
134	CAMPUS DE CARTUJA	SIVA57	447135	4116600	25830	18087	Granada	Granada	5	A	E	760	NO ACTIVO	01/12/2005 00:00:00	29/06/2009 00:00:00	11/28/53/64/70/79
137	PASEOS UNIVERSITARIOS	SIVA58	445987	4115299	25830	18087	Granada	Granada	5	A	E	666	NO ACTIVO	18/03/2005 00:00:00	19/03/2010 00:00:00	11/49/64/70/79
132	BENAHADUX	SIVA60	547801	4086483	25830	4024	Benahadux	Almería	5	A	E	145	ACTIVO	11/07/2005 00:00:00	07/04/2020 00:00:00	11/53/64/70/79
151	Cortijuela	SNEV292	458227	4104554	25830	18134	Monachil	Granada	8	A	E	1731	ACTIVO	23/06/2006 08:00:00	26/07/2010 16:30:00	
154	Lanjarón	SNEV293	462571	4093913	25830	18040	Cáñar	Granada	8	A	E	2415	ACTIVO	05/08/2006 08:50:00	22/06/2008 22:00:00	
152	Laguna Seca 1	SNEV323	504137	4105775	25830	18097	Huéneja	Granada	8	A	E	2281	ACTIVO	23/06/2009 22:00:00	08/01/2011 10:10:00	
153	Laguna Seca 2	SNEV324	504137	4105775	25830	18097	Huéneja	Granada	8	A	E	2281	ACTIVO	23/06/2009 22:00:00	26/09/2011 07:50:00	
181	Tozal del Cartujo E	TCAE	464027	4099370	25830	18068	Dílar	Granada	9	A	S	3142	ACTIVO	27/07/2001 13:00:00	15/07/2017 23:00:00	58
182	Tozal del Cartujo N	TCAN	463979	4099400	25830	18068	Dílar	Granada	9	A	S	3142	ACTIVO	27/07/2001 10:00:00	29/07/2017 14:00:00	58
183	Tozal del Cartujo S	TCAS	463981	4099340	25830	18116	Lanjarón	Granada	9	A	S	3142	ACTIVO	27/07/2001 12:00:00	29/07/2017 14:00:00	58
184	Tozal del Cartujo W	TCAW	463958	4099371	25830	18068	Dílar	Granada	9	A	S	3143	ACTIVO	27/07/2001 14:00:00	29/07/2017 15:00:00	58